FEATURE_NAME
LAST_VOWEL$
LAST_VOWEL_START
LAST_VOWEL_END
LAST_VOWEL_DUR
LAST_RHYME_START
LAST_RHYME_END
LAST_RHYME_DUR
NORM_LAST_RHYME_DUR
PHONES_IN_LAST_RHYME
